date,een_jaar_geleden_permill,twee_jaar_geleden_permill,drie_jaar_geleden_permill,vier_jaar_geleden_permill,vijf_jaar_geleden_permill,zes_jaar_geleden_permill,zeven_jaar_geleden_permill,acht_jaar_geleden_permill,negen_jaar_geleden_permill,tien_jaar_geleden_permill,elf_jaar_geleden_permill,twaalf_jaar_geleden_permill,dertien_jaar_geleden_permill,veertien_jaar_geleden_permill,vijftien_jaar_geleden_permill,zestien_jaar_geleden_permill,zeventien_jaar_geleden_permill,achttien_jaar_geleden_permill,negentien_jaar_geleden_permill,twintig_jaar_geleden_permill,dertig_jaar_geleden_permill,veertig_jaar_geleden_permill,vijftig_jaar_geleden_permill,zestig_jaar_geleden_permill,zeventig_jaar_geleden_permill,tachtig_jaar_geleden_permill,negentig_jaar_geleden_permill,honderd_jaar_geleden_permill,honderdtien_jaar_geleden_permill,honderdtwintig_jaar_geleden_permill,honderddertig_jaar_geleden_permill,honderdveertig_jaar_geleden_permill,honderdvijftig_jaar_geleden_permill,honderdzestig_jaar_geleden_permill,honderdzeventig_jaar_geleden_permill,honderdtachtig_jaar_geleden_permill,honderdnegentig_jaar_geleden_permill,tweehonderd_jaar_geleden_permill,no_words
1890,0.4157369748566435,0.0,0.0,0.0,0.0,0.4157369748566435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2405367
1891,0.39203264220592066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39203264220592066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550808
1892,0.471205792061596,0.471205792061596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471205792061596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942411584123192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471205792061596,2122215
1893,1.0907706621959614,0.3635902207319871,0.3635902207319871,0.3635902207319871,0.0,0.0,0.0,0.0,0.0,0.3635902207319871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3635902207319871,0.0,0.0,0.3635902207319871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750349
1894,0.0,1.626629221661984,0.406657305415496,0.406657305415496,0.0,0.406657305415496,0.813314610830992,0.406657305415496,0.0,0.406657305415496,0.0,0.813314610830992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.813314610830992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2459073
1895,1.3275677067827758,1.3275677067827758,0.0,0.33189192669569395,0.0,0.33189192669569395,0.0,0.0,0.0,0.6637838533913879,0.0,0.0,0.0,0.0,0.33189192669569395,0.0,0.0,0.0,0.0,1.6594596334784697,0.0,0.0,0.0,0.0,0.33189192669569395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013029
1896,1.9476213213896538,0.0,0.3246035535649423,0.9738106606948269,0.3246035535649423,0.0,0.0,0.0,0.6492071071298846,0.6492071071298846,0.3246035535649423,0.0,0.0,0.3246035535649423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3080681
1897,1.4744826040542374,0.0,0.0,0.0,0.0,0.36862065101355934,0.0,0.36862065101355934,0.0,0.36862065101355934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2712816
1898,1.0921159783484369,1.0921159783484369,0.3640386594494789,0.0,0.7280773188989578,0.0,0.0,0.0,0.0,0.7280773188989578,0.0,0.0,0.0,0.3640386594494789,0.0,0.0,0.0,0.0,0.0,0.7280773188989578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2746961
1899,0.6993745493405248,1.0490618240107872,0.3496872746702624,0.0,0.0,0.0,0.0,0.0,0.0,0.6993745493405248,0.0,0.0,0.0,0.0,0.0,0.0,0.3496872746702624,0.0,0.0,0.6993745493405248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3496872746702624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2859698
1900,0.3524051475115087,0.0,0.7048102950230174,0.0,0.0,0.3524051475115087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3524051475115087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2837643
1901,0.7128838790578241,0.0,0.35644193952891207,0.35644193952891207,0.0,0.0,0.0,0.0,0.0,1.0693258185867363,0.7128838790578241,0.0,0.0,0.0,0.0,0.0,0.0,0.35644193952891207,0.0,0.35644193952891207,0.0,0.35644193952891207,0.0,0.0,0.0,0.0,0.0,0.35644193952891207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2805506
1902,0.0,0.6545367908584774,0.3272683954292387,0.0,0.0,0.3272683954292387,0.0,0.0,0.0,0.3272683954292387,0.0,0.0,0.0,0.0,0.3272683954292387,0.0,0.0,0.0,0.0,0.0,0.3272683954292387,0.0,0.0,0.3272683954292387,0.0,0.0,0.0,0.3272683954292387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3055596
1903,0.6571096637175585,0.0,0.0,0.0,0.0,0.32855483185877926,0.0,0.0,0.0,0.6571096637175585,0.0,0.0,0.32855483185877926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32855483185877926,0.0,0.0,0.32855483185877926,0.0,0.0,0.0,0.6571096637175585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3043632
1904,1.066837740025156,0.0,0.0,0.35561258000838536,0.0,0.0,0.0,0.0,0.0,0.7112251600167707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35561258000838536,0.35561258000838536,0.35561258000838536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2812049
1905,0.33176331872137094,0.0,0.0,0.9952899561641126,0.0,0.33176331872137094,0.0,0.0,0.0,0.33176331872137094,0.0,0.33176331872137094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33176331872137094,0.33176331872137094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3014197
1906,1.1680472498473509,1.1680472498473509,0.0,0.0,0.0,0.0,0.0,0.0,0.2920118124618377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5840236249236754,0.0,0.2920118124618377,0.2920118124618377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3424519
1907,1.4919650223720153,1.1935720178976124,0.2983930044744031,0.2983930044744031,0.0,0.0,0.0,0.0,0.0,0.5967860089488062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5967860089488062,0.2983930044744031,0.5967860089488062,0.2983930044744031,0.0,0.0,0.0,0.0,0.0,0.0,0.2983930044744031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3351285
1908,0.27766925537713455,0.5553385107542691,0.27766925537713455,0.27766925537713455,0.0,0.0,0.0,0.0,0.5553385107542691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8330077661314036,0.0,0.5553385107542691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3601407
1909,1.3203990562843866,0.5281596225137546,0.5281596225137546,0.0,0.0,0.0,0.0,0.0,0.0,0.5281596225137546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640798112568773,0.0,0.5281596225137546,0.2640798112568773,0.0,0.0,0.0,0.0,0.2640798112568773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3786734
1910,1.5621497367387156,0.7810748683693578,0.5207165789129051,0.0,0.26035828945645256,0.0,0.26035828945645256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26035828945645256,1.0414331578258103,0.26035828945645256,0.26035828945645256,0.26035828945645256,0.0,0.0,0.0,0.7810748683693578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3840861
1911,2.004891489703434,1.1138286053907969,0.22276572107815934,0.0,0.22276572107815934,0.4455314421563187,0.22276572107815934,0.0,0.0,0.6682971632344781,0.0,0.0,0.0,0.22276572107815934,0.22276572107815934,0.0,0.0,0.22276572107815934,0.0,0.0,0.22276572107815934,0.0,0.0,0.0,0.0,0.22276572107815934,0.0,0.8910628843126374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4455314421563187,4489021
1912,0.9247862125473143,0.23119655313682858,0.46239310627365715,0.6935896594104858,0.23119655313682858,0.46239310627365715,0.46239310627365715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6935896594104858,0.0,0.0,0.23119655313682858,0.0,0.0,0.0,0.0,0.23119655313682858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23119655313682858,4325324
1913,0.517922447328582,1.035844894657164,0.0,0.258961223664291,0.0,0.0,0.258961223664291,0.258961223664291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.258961223664291,0.258961223664291,0.0,0.0,0.0,0.0,0.0,0.0,0.7768836709928728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3861582
1914,0.6788292503450999,0.0,0.0,0.33941462517254994,0.33941462517254994,0.33941462517254994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33941462517254994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33941462517254994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2946249
1915,1.8172678150739183,0.2271584768842398,0.4543169537684796,0.4543169537684796,0.4543169537684796,0.0,0.0,0.0,0.0,0.9086339075369592,0.0,0.0,0.0,0.0,0.4543169537684796,0.0,0.0,0.0,0.0,0.4543169537684796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4543169537684796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4402213
1916,1.46723481259132,0.48907827086377337,0.24453913543188668,0.0,0.0,0.0,0.0,0.0,0.0,0.48907827086377337,0.0,0.0,0.0,0.0,0.24453913543188668,0.0,0.0,0.0,0.0,0.73361740629566,0.0,0.24453913543188668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4089325
1917,1.758385299898893,1.0047915999422243,0.2511978999855561,0.0,0.2511978999855561,0.0,0.2511978999855561,0.0,0.0,0.2511978999855561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2511978999855561,0.2511978999855561,0.0,0.0,0.0,0.0,0.0,0.2511978999855561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3980925
1918,1.6447741741506632,0.32895483483013266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32895483483013266,0.0,0.0,0.0,0.0,0.0,0.0,0.32895483483013266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3039931
1919,0.5461566546594127,0.2730783273297063,0.0,0.0,0.0,0.0,0.2730783273297063,0.0,0.0,0.2730783273297063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2730783273297063,0.0,0.2730783273297063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3661953
1920,0.3023026696651061,0.3023026696651061,0.0,0.3023026696651061,0.3023026696651061,0.0,0.0,0.0,0.0,0.3023026696651061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2092106786604244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6046053393302122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3307943
1921,0.2708951595098423,0.5417903190196846,0.0,0.0,0.0,0.0,0.2708951595098423,0.0,0.0,0.5417903190196846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2708951595098423,1.3544757975492114,0.0,0.2708951595098423,0.2708951595098423,0.0,0.0,0.0,0.0,0.2708951595098423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3691465
1922,0.5512706512876856,0.5512706512876856,0.0,0.0,0.0,0.0,0.0,0.0,0.2756353256438428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2756353256438428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3627982
1923,1.2073459758554952,0.7244075855132971,0.48293839034219804,0.24146919517109902,0.0,0.0,0.0,0.0,0.7244075855132971,0.24146919517109902,0.0,0.24146919517109902,0.24146919517109902,0.0,0.0,0.0,0.0,0.0,0.0,0.7244075855132971,0.48293839034219804,0.24146919517109902,0.24146919517109902,0.0,0.0,0.0,0.0,0.24146919517109902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4141315
1924,2.2016657803293973,0.6004543037261992,0.0,0.20015143457539974,0.20015143457539974,0.0,0.20015143457539974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4003028691507995,0.0,0.0,0.0,0.4003028691507995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4996217
1925,2.0349139434893297,0.7399687067233927,0.7399687067233927,0.5549765300425445,0.0,0.18499217668084816,0.0,0.0,0.0,0.3699843533616963,0.0,0.18499217668084816,0.0,0.0,0.18499217668084816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18499217668084816,0.0,0.0,0.0,0.0,0.18499217668084816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5405634
1926,0.9622173799167142,0.5773304279500285,0.3848869519666857,0.19244347598334285,0.3848869519666857,0.0,0.0,0.0,0.0,0.19244347598334285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19244347598334285,0.9622173799167142,0.19244347598334285,0.19244347598334285,0.0,0.0,0.0,0.0,0.19244347598334285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5196331
1927,0.5794847337644313,0.5794847337644313,0.5794847337644313,0.0,0.19316157792147712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7726463116859085,0.19316157792147712,0.38632315584295424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5177013
1928,0.6821011375230146,0.8526264219037681,0.5115758531422608,0.3410505687615073,0.3410505687615073,0.0,0.17052528438075365,0.3410505687615073,0.17052528438075365,1.1936769906652753,0.0,0.0,0.0,0.5115758531422608,0.0,0.0,0.17052528438075365,0.0,0.17052528438075365,0.0,0.17052528438075365,0.17052528438075365,0.17052528438075365,0.0,0.0,0.17052528438075365,0.0,0.3410505687615073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5864233
1929,1.241411648200964,0.5320335635146989,0.17734452117156627,0.5320335635146989,0.17734452117156627,0.0,0.0,0.0,0.0,0.7093780846862651,0.0,0.0,0.0,0.0,0.5320335635146989,0.0,0.0,0.0,0.0,0.35468904234313253,0.7093780846862651,0.5320335635146989,0.0,0.0,0.17734452117156627,0.0,0.17734452117156627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5638742
1930,1.0491049299014314,1.0491049299014314,0.6994032866009542,0.0,0.0,0.0,0.17485082165023855,0.17485082165023855,0.0,0.3497016433004771,0.0,0.17485082165023855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17485082165023855,0.3497016433004771,0.5245524649507157,0.17485082165023855,0.0,0.0,0.17485082165023855,0.0,0.6994032866009542,0.0,0.0,0.0,0.0,0.17485082165023855,0.0,0.0,0.0,0.0,0.0,5719161
1931,0.44921510890097277,0.5989534785346303,0.14973836963365758,0.0,0.0,0.14973836963365758,0.14973836963365758,0.14973836963365758,0.0,0.5989534785346303,0.0,0.14973836963365758,0.0,0.14973836963365758,0.0,0.0,0.0,0.0,0.0,0.14973836963365758,0.29947673926731516,0.29947673926731516,0.0,0.14973836963365758,0.0,0.0,0.0,0.14973836963365758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6678315
1932,1.8472563740158452,0.9236281870079226,0.346360570127971,0.346360570127971,0.0,0.0,0.11545352337599032,0.11545352337599032,0.0,0.8081746636319324,0.11545352337599032,0.23090704675198065,0.0,0.0,0.11545352337599032,0.0,0.11545352337599032,0.0,0.0,0.23090704675198065,0.5772676168799517,0.11545352337599032,0.346360570127971,0.11545352337599032,0.0,0.0,0.0,0.5772676168799517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8661494
1933,0.579856789869322,0.4348925924019915,0.4348925924019915,0.1449641974673305,0.0,0.0,0.0,0.0,0.0,0.1449641974673305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4348925924019915,0.0,0.579856789869322,0.1449641974673305,0.0,0.0,0.0,0.0,0.4348925924019915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6898255
1934,1.074181929896739,0.5370909649483695,0.6713637061854618,0.26854548247418475,0.0,0.0,0.0,0.0,0.0,0.6713637061854618,0.13427274123709237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5370909649483695,0.0,0.13427274123709237,0.26854548247418475,0.0,0.0,0.13427274123709237,0.0,0.13427274123709237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7447528
1935,1.400758861113008,0.525284572917378,0.700379430556504,0.350189715278252,0.0,0.0,0.0,0.0,0.0,0.350189715278252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87547428819563,0.350189715278252,0.350189715278252,0.0,0.0,0.0,0.0,0.0,0.350189715278252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5711190
1936,1.2053137461814154,0.45199265481803075,0.6026568730907077,0.15066421827267693,0.15066421827267693,0.15066421827267693,0.15066421827267693,0.0,0.0,0.30132843654535385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30132843654535385,0.0,0.15066421827267693,0.30132843654535385,0.15066421827267693,0.0,0.0,0.0,0.45199265481803075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15066421827267693,6637276
1937,2.236743745370326,0.8484200413473652,0.3856454733397114,0.15425818933588456,0.23138728400382685,0.07712909466794228,0.07712909466794228,0.0,0.0,0.7712909466794228,0.0,0.0,0.07712909466794228,0.0,0.15425818933588456,0.0,0.07712909466794228,0.0,0.0,0.3856454733397114,0.23138728400382685,0.0,0.3085163786717691,0.07712909466794228,0.15425818933588456,0.0,0.0,0.15425818933588456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12965276
1938,1.2754261178731283,1.115997853138987,0.7971413236707051,0.0,0.15942826473414104,0.07971413236707052,0.0,0.0,0.0,0.5579989265694935,0.0,0.07971413236707052,0.07971413236707052,0.0,0.07971413236707052,0.07971413236707052,0.0,0.0,0.0,0.9565695884048461,0.5579989265694935,0.3188565294682821,0.15942826473414104,0.15942826473414104,0.0,0.07971413236707052,0.0,0.6377130589365642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12544827
1939,1.0212986731798288,0.7659740048848716,0.3404328910599429,0.4255411138249286,0.4255411138249286,0.08510822276498572,0.0,0.0,0.08510822276498572,0.5957575593549002,0.0,0.08510822276498572,0.0,0.0,0.0,0.08510822276498572,0.08510822276498572,0.0,0.0,0.08510822276498572,0.17021644552997145,0.2553246682949572,0.3404328910599429,0.2553246682949572,0.0,0.0,0.0,0.5106493365899144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11749746
1940,0.8171820034295494,0.1634364006859099,0.0,0.0,0.0,0.0,0.1634364006859099,0.1634364006859099,0.0,0.0,0.0,0.1634364006859099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6537456027436396,0.1634364006859099,0.3268728013718198,0.1634364006859099,0.0,0.0,0.0,0.0,0.9806184041154593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6118588
1941,1.902842148461013,0.0,0.422853810769114,0.0,0.0,0.0,0.0,0.0,0.0,0.422853810769114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422853810769114,0.634280716153671,0.0,0.211426905384557,0.211426905384557,0.0,0.211426905384557,0.0,0.211426905384557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4729767
1942,1.1617856180234774,1.1617856180234774,0.5808928090117387,0.0,0.0,0.0,0.5808928090117387,0.0,0.0,0.0,0.5808928090117387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1617856180234774,0.5808928090117387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808928090117387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721488
1947,1.6056379729527073,1.2845103783621659,0.0,0.0,0.0,0.0,0.32112759459054147,0.0,0.0,0.32112759459054147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2845103783621659,0.32112759459054147,0.0,0.9633827837716245,0.32112759459054147,0.0,0.0,0.0,0.9633827837716245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3114027
1948,1.6268971654570685,0.0,0.3253794330914137,0.0,0.0,0.0,0.6507588661828274,0.0,0.0,1.9522765985484822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3253794330914137,0.0,0.3253794330914137,0.3253794330914137,0.0,0.6507588661828274,0.0,0.0,0.0,0.9761382992742411,0.0,0.0,0.0,0.3253794330914137,0.0,0.0,0.0,0.0,0.0,0.0,3073335
1949,0.9261623974825053,0.46308119874125264,0.46308119874125264,1.3892435962237581,0.0,0.0,0.23154059937062632,0.0,0.0,0.9261623974825053,0.0,0.23154059937062632,0.0,0.0,0.46308119874125264,0.0,0.0,0.0,0.0,0.9261623974825053,0.6946217981118791,0.23154059937062632,0.46308119874125264,0.0,0.0,0.0,0.0,0.9261623974825053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4318897
1950,2.1101141993804706,1.3427999450602994,0.7673142543201711,0.19182856358004277,0.5754856907401283,0.0,0.0,0.0,0.0,0.5754856907401283,0.19182856358004277,0.19182856358004277,0.0,0.0,0.38365712716008554,0.0,0.0,0.0,0.0,0.5754856907401283,0.19182856358004277,0.38365712716008554,0.5754856907401283,0.38365712716008554,0.19182856358004277,0.0,0.0,1.1509713814802567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5212988
